Time of Visit,IP Address,Request_Method,Visited_Pages,Status_Code,Country,Sports,Frequency_of_Visit,Gender,Age
12:52:59,235.106.163.89,POST,Tennis.html,200,Poland,Swimming,Often,Male,36
13:28:42,159.3.91.143,CONNECT,Tennis.html,200,Sri Lanka,Table Tennis,Never,Female,22
9:16:32,83.65.175.18,PUT,Aquatics.html,200,Mali,Fencing,Once,Female,56
5:57:21,80.237.21.121,PATCH,index.html,200,Colombia,Football,Daily,Non-binary,29
8:10:44,235.29.167.221,HEAD,Tennis.html,200,Portugal,Swimming,Once,Non-binary,38
21:11:16,114.144.152.53,GET,searchsports.html,100,Vietnam,Gymnastics,Seldon,Male,35
16:17:11,228.72.83.101,PATCH,Gymnastics.html,200,China,Boxing,Once,Male,69
16:48:15,141.197.145.55,PATCH,Aquatics.html,200,Philippines,Boxing,Seldon,Female,48
3:58:18,253.243.54.15,GET,index.html,200,Sweden,Baseball,Daily,Female,60
2:06:32,83.192.44.160,GET,index.html,200,Slovenia,Table Tennis,Daily,Male,42
17:42:45,5.84.10.98,GET,news.html,200,Sweden,Table Tennis,Never,Male,60
8:33:55,24.168.15.150,GET,Gymnastics.html,100,Cuba,Basketball,Seldon,Male,36
0:45:34,165.51.171.164,GET,searchsports.html,200,Thailand,Athletics,Daily,Male,63
23:26:44,131.128.141.151,GET,Gymnastics.html,100,China,Swimming,Seldon,Female,66
20:35:51,102.238.249.199,GET,Tennis.html,100,Cyprus,Gymnastics,Seldon,Male,23
4:50:50,249.38.228.151,HEAD,Athletics.html,200,China,Table Tennis,Seldon,Non-binary,48
16:05:47,80.26.109.43,HEAD,Gymnastics.html,301,Indonesia,Basketball,Often,Male,37
10:05:10,214.42.162.199,PATCH,images/games.html,100,Guatemala,Basketball,Once,Male,33
17:11:30,172.75.184.56,CONNECT,Athletics.html,200,Portugal,Athletics,Often,Male,25
23:07:41,181.196.220.168,PUT,Athletics.html,200,China,Football,Seldon,Male,50
14:34:09,210.46.41.95,HEAD,searchsports.html,200,France,Basketball,Often,Male,61
20:41:36,215.72.18.21,CONNECT,ticketing.html,500,Honduras,Swimming,Seldon,Male,32
3:10:44,29.151.103.171,CONNECT,Tennis.html,200,Sweden,Table Tennis,Seldon,Female,67
22:01:47,188.180.1.76,HEAD,football.html,200,Japan,Baseball,Often,Male,47
8:10:13,33.86.182.131,PATCH,images/games.html,100,Saint Lucia,Basketball,Seldon,Male,61
15:20:01,100.211.208.186,PATCH,Boxing.html,200,Indonesia,Swimming,Once,Female,19
3:08:40,119.56.95.28,GET,Athletics.html,200,Philippines,Athletics,Seldon,Male,33
20:53:06,217.123.196.66,GET,Aquatics.html,400,China,Gymnastics,Often,Male,36
4:00:08,87.152.180.11,PATCH,searchsports.html,200,Ireland,Fencing,Once,Male,68
2:15:52,235.107.157.39,HEAD,index.html,200,Indonesia,Athletics,Daily,Male,53
9:37:01,224.67.201.208,CONNECT,Karate.html,200,United Kingdom,Swimming,Once,Non-binary,50
10:47:34,3.74.1.151,HEAD,Gymnastics.html,200,Portugal,Athletics,Daily,Female,34
22:23:38,97.231.108.18,PUT,Wrestling.html,200,Uzbekistan,Table Tennis,Once,Male,33
8:05:13,29.116.183.201,HEAD,football.html,200,Thailand,Weightlifting,Often,Male,48
17:09:56,152.142.143.77,DELETE,football.html,100,Russia,Football,Once,Female,29
21:40:55,109.60.153.124,HEAD,searchsports.html,301,Sweden,Volleyball,Seldon,Female,46
15:42:03,58.161.139.128,POST,index.html,100,Philippines,Volleyball,Often,Female,45
9:51:58,254.153.201.148,GET,ticketing.html,100,Russia,Athletics,Seldon,Male,34
0:01:36,77.0.244.4,PATCH,Athletics.html,200,Indonesia,Athletics,Seldon,Female,59
10:52:25,84.47.227.52,CONNECT,index.html,200,Poland,Basketball,Daily,Male,26
19:07:40,218.126.201.178,POST,ticketing.html,100,China,Karate,Once,Non-binary,63
4:23:57,175.168.16.5,HEAD,Athletics.html,200,Ghana,Basketball,Often,Female,25
17:33:37,97.32.54.82,POST,Volleyball.html,200,Sweden,Table Tennis,Daily,Male,58
1:18:12,126.186.68.143,GET,images/games.html,200,Japan,Table Tennis,Seldon,Male,33
3:28:53,233.125.102.247,CONNECT,news.html,200,South Africa,Volleyball,Often,Non-binary,42
21:27:12,5.47.218.79,HEAD,images/games.html,200,Indonesia,Karate,Once,Female,23
12:30:10,60.184.160.204,GET,football.html,200,China,Swimming,Seldon,Male,23
23:14:00,8.68.9.78,GET,football.html,200,Philippines,Athletics,Seldon,Female,62
21:25:08,5.147.226.140,HEAD,Gymnastics.html,200,China,Athletics,Once,Female,70
0:16:00,107.169.180.163,POST,images/games.html,400,Bulgaria,Shooting,Often,Female,69
6:06:43,125.173.179.182,HEAD,Tennis.html,200,Brazil,Swimming,Daily,Male,59
16:23:57,169.116.35.138,GET,Gymnastics.html,200,Indonesia,Football,Once,Female,66
3:44:38,37.172.47.126,CONNECT,images/games.html,200,France,Table Tennis,Seldon,Non-binary,36
4:11:25,118.228.191.186,GET,Basketball.html,200,Philippines,Table Tennis,Never,Non-binary,47
9:27:25,89.209.117.57,GET,football.html,200,Thailand,Swimming,Once,Male,24
6:46:45,214.5.205.97,CONNECT,Aquatics.html,200,Ukraine,Basketball,Daily,Male,30
22:28:46,32.232.138.146,HEAD,Tennis.html,200,Egypt,Table Tennis,Seldon,Female,56
2:05:32,70.9.141.200,HEAD,images/games.html,200,Tunisia,Badminton,Often,Non-binary,58
18:52:48,52.57.241.43,POST,football.html,200,Brazil,Weightlifting,Seldon,Female,60
13:51:30,242.78.85.105,HEAD,Athletics.html,200,China,Table Tennis,Seldon,Male,47
20:20:23,55.155.109.38,HEAD,searchsports.html,200,China,Basketball,Often,Male,55
3:49:52,66.191.60.197,CONNECT,Athletics.html,200,Poland,Karate,Often,Female,20
15:49:05,188.196.23.29,GET,news.html,200,China,Swimming,Once,Male,27
1:11:25,122.54.120.109,GET,Basketball.html,200,China,Basketball,Daily,Male,26
8:22:58,53.195.199.223,CONNECT,images/games.html,100,China,Football,Daily,Non-binary,68
14:56:45,164.178.7.148,POST,Volleyball.html,301,Philippines,Athletics,Seldon,Male,39
10:30:01,148.145.209.222,CONNECT,football.html,200,Russia,Table Tennis,Daily,Non-binary,49
4:00:12,199.50.139.186,HEAD,searchsports.html,200,Serbia,Table Tennis,Daily,Female,64
7:02:17,225.219.98.239,PATCH,Boxing.html,200,Indonesia,Swimming,Often,Female,28
23:24:23,136.55.185.81,PATCH,Wrestling.html,200,Canada,Table Tennis,Seldon,Male,19
9:08:58,2.4.181.217,PATCH,searchsports.html,200,China,Swimming,Seldon,Non-binary,26
13:31:04,55.74.124.250,POST,football.html,200,Ethiopia,Volleyball,Seldon,Female,67
15:42:16,46.215.112.120,HEAD,Tennis.html,100,Philippines,Weightlifting,Seldon,Female,22
5:53:59,167.219.0.182,GET,ticketing.html,200,China,Basketball,Once,Male,53
15:30:04,122.74.231.159,PATCH,Tennis.html,100,Czech Republic,Football,Often,Non-binary,50
12:20:12,27.230.14.157,POST,Volleyball.html,100,Nicaragua,Football,Once,Female,41
11:37:55,28.148.51.165,HEAD,Gymnastics.html,301,Brazil,Swimming,Seldon,Female,46
4:37:17,69.230.89.144,GET,index.html,200,China,Swimming,Often,Female,18
5:43:10,54.13.32.140,HEAD,Athletics.html,403,Philippines,Table Tennis,Seldon,Female,24
7:23:59,12.210.212.132,HEAD,football.html,301,Russia,Swimming,Often,Female,69
23:13:43,113.175.1.62,HEAD,ticketing.html,200,Poland,Football,Often,Male,57
10:31:51,244.56.255.163,POST,Gymnastics.html,200,Philippines,Football,Often,Male,67
4:37:50,151.233.121.239,HEAD,Wrestling.html,100,Uruguay,Table Tennis,Often,Male,61
20:24:42,111.13.190.57,HEAD,Athletics.html,200,China,Basketball,Daily,Female,18
9:45:35,121.137.35.235,GET,ticketing.html,200,Argentina,Swimming,Seldon,Male,68
6:42:00,99.20.93.85,GET,Tennis.html,200,Japan,Football,Once,Female,56
2:51:39,201.57.142.62,POST,index.html,200,Tanzania,Basketball,Seldon,Male,40
2:25:24,226.129.28.141,HEAD,ticketing.html,301,Vietnam,Athletics,Never,Female,23
11:16:23,184.122.157.94,GET,Tennis.html,200,France,Gymnastics,Daily,Female,24
16:03:02,21.89.116.128,PATCH,Athletics.html,301,Mexico,Swimming,Often,Male,37
15:29:54,126.24.221.19,CONNECT,Athletics.html,100,China,Table Tennis,Daily,Female,69
13:46:11,45.137.48.68,PUT,index.html,500,New Caledonia,Athletics,Seldon,Female,20
13:14:21,120.218.189.154,HEAD,Athletics.html,200,Malawi,Football,Daily,Female,54
11:11:32,161.159.40.14,HEAD,searchsports.html,100,Portugal,Athletics,Seldon,Male,58
23:55:04,206.28.120.128,PATCH,index.html,200,France,Badminton,Seldon,Male,49
2:29:15,139.200.38.16,PATCH,news.html,301,Indonesia,Volleyball,Seldon,Male,49
2:22:24,65.157.162.129,HEAD,index.html,200,Philippines,Fencing,Seldon,Male,31
11:25:33,94.233.113.83,POST,Tennis.html,200,Cayman Islands,Basketball,Daily,Non-binary,24
8:47:44,178.52.227.36,HEAD,Athletics.html,100,Russia,Gymnastics,Daily,Non-binary,29
22:04:37,111.223.164.1,PATCH,searchsports.html,200,Palestinian Territory,Table Tennis,Often,Male,19
13:21:05,78.241.97.207,GET,Athletics.html,200,Brazil,Basketball,Seldon,Male,45
3:05:41,82.38.67.242,POST,Athletics.html,301,Thailand,Football,Never,Female,69
0:08:11,163.72.245.180,PUT,index.html,200,Brazil,Gymnastics,Once,Male,27
18:01:47,19.227.172.19,POST,images/games.html,200,Indonesia,Swimming,Seldon,Non-binary,32
21:21:02,137.146.97.160,GET,Gymnastics.html,301,France,Football,Seldon,Male,24
23:43:04,227.197.235.211,HEAD,Athletics.html,200,China,Volleyball,Often,Female,34
23:19:19,177.158.86.55,HEAD,images/games.html,200,Russia,Karate,Seldon,Male,27
9:34:09,239.182.216.162,HEAD,ticketing.html,301,China,Football,Often,Non-binary,31
15:32:54,26.59.224.72,GET,Athletics.html,301,Russia,Swimming,Often,Male,69
9:47:09,210.249.194.40,HEAD,Volleyball.html,200,China,Swimming,Often,Male,66
9:50:00,10.212.156.103,PATCH,images/games.html,301,Philippines,Swimming,Once,Non-binary,33
6:07:15,130.198.120.127,HEAD,searchsports.html,403,Russia,Football,Daily,Female,50
8:22:48,4.129.22.154,GET,index.html,301,Croatia,Weightlifting,Daily,Male,55
6:15:14,245.73.201.13,PATCH,Wrestling.html,200,China,Gymnastics,Often,Female,22
6:21:04,89.99.167.192,HEAD,Athletics.html,100,France,Table Tennis,Seldon,Female,59
23:39:14,69.177.239.84,GET,football.html,200,China,Swimming,Often,Male,28
10:42:26,182.168.194.85,GET,images/games.html,200,China,Baseball,Never,Male,53
3:00:52,111.12.8.132,POST,Tennis.html,200,Sweden,Table Tennis,Often,Male,25
18:19:13,70.100.101.120,POST,images/games.html,200,Russia,Weightlifting,Seldon,Female,64
10:32:00,138.255.85.91,CONNECT,Tennis.html,200,Portugal,Football,Once,Female,48
2:38:37,114.173.161.151,POST,Wrestling.html,100,Portugal,Gymnastics,Often,Male,37
20:20:55,201.167.107.75,POST,Aquatics.html,200,Colombia,Swimming,Seldon,Non-binary,60
10:38:37,223.61.232.108,HEAD,Tennis.html,200,Poland,Athletics,Often,Male,42
1:23:10,156.54.116.147,CONNECT,index.html,200,Russia,Basketball,Often,Male,68
4:45:40,76.175.16.146,PATCH,news.html,200,Angola,Athletics,Seldon,Female,62
0:49:00,215.9.167.42,CONNECT,Basketball.html,200,Philippines,Table Tennis,Often,Female,68
18:44:03,63.133.163.192,HEAD,news.html,400,Philippines,Badminton,Once,Female,59
12:12:09,157.70.200.175,CONNECT,Athletics.html,500,Norway,Swimming,Seldon,Female,56
8:40:41,92.255.232.232,GET,searchsports.html,200,Bulgaria,Football,Seldon,Male,49
7:53:09,192.236.232.234,GET,Tennis.html,301,Mauritius,Basketball,Seldon,Male,37
18:34:39,59.83.46.164,HEAD,index.html,200,Russia,Volleyball,Seldon,Non-binary,36
17:57:42,35.247.229.113,HEAD,Tennis.html,200,Greece,Athletics,Daily,Non-binary,54
13:54:06,0.242.112.142,HEAD,index.html,301,Philippines,Baseball,Seldon,Non-binary,45
8:52:44,74.25.224.112,POST,index.html,200,Sweden,Basketball,Often,Male,50
13:50:55,52.133.113.150,PATCH,index.html,200,Russia,Swimming,Seldon,Male,64
15:36:52,211.181.110.204,GET,Tennis.html,500,Argentina,Swimming,Seldon,Non-binary,46
1:45:57,62.34.43.19,CONNECT,index.html,200,China,Swimming,Once,Male,20
17:22:39,111.210.151.233,PATCH,Athletics.html,200,Kenya,Athletics,Often,Male,37
19:07:25,130.199.237.50,PUT,index.html,400,China,Gymnastics,Seldon,Female,65
20:28:18,102.252.209.209,GET,football.html,200,Peru,Football,Often,Male,28
9:51:35,136.127.39.73,PATCH,Basketball.html,200,Brazil,Basketball,Often,Male,56
20:47:14,145.99.136.218,PATCH,Tennis.html,301,Indonesia,Athletics,Seldon,Female,30
15:04:29,149.199.214.233,GET,news.html,200,China,Volleyball,Once,Male,25
17:23:42,111.46.155.164,DELETE,searchsports.html,200,China,Athletics,Once,Female,64
15:24:26,86.72.10.38,PUT,Basketball.html,301,Bolivia,Basketball,Once,Male,62
23:44:28,182.131.13.229,POST,Athletics.html,200,Philippines,Football,Never,Female,60
1:04:46,33.12.23.212,GET,Boxing.html,200,United States,Athletics,Often,Male,68
10:24:09,74.117.202.171,GET,Athletics.html,100,China,Athletics,Daily,Male,50
17:49:57,152.83.160.222,PUT,images/games.html,200,China,Diving,Often,Non-binary,38
20:12:20,99.184.153.35,PATCH,images/games.html,200,China,Basketball,Once,Male,60
8:50:54,172.243.243.132,PATCH,Athletics.html,200,Chile,Football,Often,Male,70
19:37:31,104.221.58.155,GET,Athletics.html,301,Lithuania,Football,Often,Female,27
10:57:30,16.144.52.69,PUT,Athletics.html,100,Sweden,Football,Seldon,Female,27
8:25:03,118.129.143.152,CONNECT,index.html,200,Czech Republic,Swimming,Daily,Male,57
15:23:07,57.242.3.73,CONNECT,news.html,200,Poland,Basketball,Once,Male,44
17:45:00,136.39.121.122,HEAD,images/games.html,301,Indonesia,Football,Often,Male,22
19:06:52,90.83.50.217,PATCH,Badminton.html,100,Bulgaria,Karate,Often,Male,45
23:44:35,26.115.188.126,PATCH,index.html,200,Poland,Football,Seldon,Female,26
22:49:06,171.134.76.110,DELETE,Tennis.html,200,Hungary,Table Tennis,Often,Female,52
23:21:12,21.102.241.163,PATCH,index.html,200,Portugal,Football,Seldon,Female,46
5:25:46,201.2.82.222,HEAD,Athletics.html,200,China,Boxing,Seldon,Non-binary,46
12:45:40,188.115.17.33,POST,images/games.html,200,Croatia,Boxing,Never,Male,31
18:30:47,86.83.207.255,PATCH,images/games.html,301,Thailand,Football,Seldon,Male,53
19:21:23,63.83.215.86,HEAD,index.html,200,Indonesia,Table Tennis,Once,Male,30
9:06:24,125.27.66.233,PATCH,index.html,200,Croatia,Gymnastics,Seldon,Female,68
